age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,dominic terry,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
25,gerhard littel,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134,1,-1,0,unknown,no
55,nestor mueller,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
24,coby kutch,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,no
40,astrid zulauf,management,divorced,tertiary,no,502,yes,no,cellular,3,feb,267,4,270,3,other,no
38,allene walsh,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
48,theo schoen,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no
36,alberta hagenes,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown,no
57,saul gutmann,management,married,tertiary,no,0,no,no,cellular,19,aug,188,4,-1,0,unknown,no
45,evan kassulke,admin.,married,secondary,no,72,yes,yes,cellular,15,may,262,2,352,2,failure,no
33,malvina wolff,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
38,abigayle herman,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,no
26,joanny feest,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,unknown,no
30,layne kuphal,management,single,tertiary,no,47,no,yes,cellular,31,jul,11,17,-1,0,unknown,no
55,louie huels,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,-1,0,unknown,no
34,cheyanne renner,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,150,2,-1,0,unknown,no
60,vergie wunsch,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
36,anthony graham,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,unknown,no
65,elna vonrueden,housemaid,married,primary,no,2179,yes,no,cellular,4,sep,112,7,-1,0,unknown,no
39,camryn wilderman,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
52,morgan greenholt,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
55,blaise crooks,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
26,giovanna wyman,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1,0,unknown,no
40,reymundo rohan,self-employed,married,primary,no,2077,yes,no,cellular,13,may,363,1,173,24,other,no
52,sunny kuhlman,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
29,lew bechtelar,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown,no
41,melvina keebler,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
30,jaylon sawayn,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown,no
28,lindsey hayes,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
26,kody crooks,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1,0,unknown,no
58,frances berge,management,married,secondary,no,139,no,no,cellular,27,may,188,1,161,2,other,no
29,triston collier,management,single,tertiary,no,21,yes,no,cellular,14,may,107,4,371,3,failure,no
48,holly cruickshank,technician,married,secondary,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown,no
35,roxane ullrich,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,no
26,elliott mckenzie,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,no
49,cassidy abbott,blue-collar,married,unknown,no,3096,no,no,unknown,16,jun,147,2,-1,0,unknown,no
34,alphonso price,admin.,married,secondary,no,5320,no,no,cellular,3,mar,114,6,467,5,other,no
32,mariano deckow,services,married,secondary,no,4885,yes,yes,cellular,18,nov,400,2,-1,0,unknown,no
31,kira steuber,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,no
48,aisha hessel,unemployed,married,primary,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
40,alford hirthe,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,no
42,frederic bayer,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,5,-1,0,unknown,no
48,wilber herman,technician,married,secondary,no,427,no,no,unknown,14,may,201,1,-1,0,unknown,no
38,murphy balistreri,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no
53,cary torp,management,married,tertiary,no,146,no,no,unknown,30,may,150,1,-1,0,unknown,no
59,ansley wunsch,retired,divorced,secondary,no,319,no,no,cellular,24,jul,129,1,-1,0,unknown,no
28,melvin schowalter,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,no
41,kiel weimann,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,127,2,-1,0,unknown,no
50,jordane weimann,management,single,primary,no,766,no,no,unknown,17,jun,174,2,-1,0,unknown,no
31,sven schumm,admin.,married,secondary,no,0,yes,no,cellular,29,jul,82,5,-1,0,unknown,no
30,stacey walter,technician,single,secondary,no,3107,yes,no,unknown,3,jun,1516,2,-1,0,unknown,no
59,krystina yost,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
33,ladarius casper,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
35,marge rosenbaum,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378,1,-1,0,unknown,no
30,fabiola hettinger,management,single,tertiary,no,6164,yes,no,unknown,27,may,152,11,-1,0,unknown,no
71,jovanny hudson,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
30,ethyl braun,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no
24,lyda hansen,services,married,secondary,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no
34,margie halvorson,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,no
34,verona haag,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,no
52,yadira koss,admin.,married,secondary,no,199,no,no,cellular,28,jan,978,2,189,1,other,no
33,leone crooks,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
38,vena senger,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,no
41,coleman ernser,admin.,divorced,secondary,no,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
42,jordan paucek,management,divorced,tertiary,no,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
38,mireille frami,blue-collar,divorced,secondary,no,889,no,yes,unknown,18,jun,362,1,-1,0,unknown,no
48,autumn kemmer,blue-collar,married,primary,no,750,yes,no,cellular,18,may,90,6,-1,0,unknown,no
34,kristian mayert,technician,single,secondary,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
46,jefferey kuhlman,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,no
33,parker howell,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
40,whitney torphy,management,married,tertiary,no,89,yes,yes,telephone,9,feb,148,6,-1,0,unknown,no
36,brittany reynolds,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
32,louie steuber,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
33,carmelo schimmel,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
55,jovany rau,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,0,unknown,no
58,rae witting,management,married,primary,no,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
25,camille altenwerth,technician,single,tertiary,no,468,yes,no,unknown,15,may,147,1,-1,0,unknown,no
47,davion larson,services,married,secondary,no,440,yes,no,unknown,12,jun,91,1,-1,0,unknown,no
40,johanna shanahan,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
59,buster bruen,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown,no
40,sister predovic,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
30,logan effertz,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
25,laverne block,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,may,117,2,-1,0,unknown,no
58,einar cummings,retired,married,primary,no,1987,no,no,telephone,14,jul,185,4,-1,0,unknown,no
39,oran satterfield,entrepreneur,married,unknown,no,98,yes,no,telephone,15,may,59,3,367,1,other,no
40,cary gulgowski,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
38,gerson schmitt,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,no
66,jaeden rolfson,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
47,delpha bartell,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
37,ephraim mohr,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
36,celestine wunsch,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
50,macie romaguera,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,195,2,-1,0,unknown,no
76,elmer hintz,retired,married,primary,no,2590,no,no,telephone,9,feb,68,12,-1,0,unknown,no
58,frederic bradtke,management,single,tertiary,no,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,no
42,arthur heller,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
58,gideon effertz,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
28,theodora cummerata,self-employed,single,tertiary,no,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,no
41,gregg ward,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
30,calista heathcote,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no
32,petra keeling,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
27,ursula langosh,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no
48,mariane dibbert,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
36,johnny williamson,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
54,diamond runolfsdottir,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no
36,velva zemlak,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,unknown,no
52,rashad medhurst,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,132,1,-1,0,unknown,no
34,maggie braun,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,no
43,eunice hintz,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
32,edgar frami,management,single,tertiary,no,28,no,no,cellular,8,aug,111,2,-1,0,unknown,no
33,aleen streich,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,unknown,no
51,hollie swift,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no
39,ralph oberbrunner,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
44,horacio west,management,single,tertiary,no,1206,no,no,cellular,9,jul,160,2,-1,0,unknown,no
49,reilly fadel,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no
25,nola fahey,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no
39,yadira mann,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
54,hazle gleichner,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
32,julius bechtelar,management,single,tertiary,no,347,yes,no,cellular,18,may,213,1,264,6,failure,no
36,leopoldo morissette,management,married,tertiary,no,860,yes,no,unknown,20,may,294,15,-1,0,unknown,no
54,fabian lynch,technician,married,secondary,no,89,yes,no,cellular,10,jul,140,3,-1,0,unknown,no
31,samir fadel,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no
45,helen raynor,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
31,kieran gutkowski,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,no
45,immanuel wiza,technician,married,secondary,no,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
33,jeffry turcotte,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
46,noemy zboncak,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,no
43,guy mccullough,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,no
50,lamont farrell,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
44,alberto jacobs,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,unknown,no
42,justyn kris,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no
26,raegan frami,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1,0,unknown,no
47,jazlyn langosh,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,failure,no
48,ron renner,blue-collar,married,primary,no,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
60,domingo emmerich,blue-collar,married,unknown,no,231,yes,no,unknown,12,may,57,2,-1,0,unknown,no
27,colby mills,admin.,divorced,secondary,no,76,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
30,jordon blanda,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
28,deron king,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,no
58,karlie windler,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
37,cristian marvin,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
36,stephon russel,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
39,muriel schmeler,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
52,leo hoppe,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,-1,0,unknown,no
55,orion leffler,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no
30,lolita ondricka,management,single,tertiary,no,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
36,sigrid braun,blue-collar,single,secondary,no,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
39,juston romaguera,admin.,married,secondary,no,-650,no,no,cellular,15,may,123,2,364,1,failure,no
47,karl wisozk,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
42,david reilly,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
42,tamia cole,management,married,secondary,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
58,hailey bernhard,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
68,barbara kuhic,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
43,bradford cremin,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
44,general stoltenberg,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
49,carli dicki,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
57,kayden reichel,retired,married,tertiary,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
61,erika gaylord,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
36,camren fay,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
31,shayna murphy,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no
51,matilde reilly,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
31,judy cruickshank,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
56,agustina volkman,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
30,alvah mills,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
38,jayde torphy,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35,darrel lang,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
31,otto howell,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,no
39,enrico mante,admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
50,randal hodkiewicz,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
39,keshaun runolfsson,technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
26,monroe larson,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
55,avis boyle,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no
43,lily daugherty,blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown,no
34,alessia kshlerin,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
51,arnaldo harvey,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
31,asha hartmann,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
32,david roberts,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
53,maryjane bogan,technician,married,secondary,no,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
44,tito kihn,management,divorced,tertiary,no,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
38,dennis rippin,entrepreneur,married,tertiary,no,6704,yes,no,unknown,21,may,205,2,-1,0,unknown,no
47,yazmin collins,self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
36,rosetta heaney,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
30,elwyn kreiger,management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
46,jacey kutch,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
33,elias deckow,entrepreneur,married,secondary,no,-118,yes,yes,unknown,27,may,421,3,-1,0,unknown,no
43,walter bosco,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,howell bernier,management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
27,vance ruecker,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
38,kameron emmerich,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
41,tyler heller,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
29,maverick hilll,technician,married,secondary,no,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no
39,donato o'hara,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
42,kaitlyn hansen,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
47,aletha steuber,services,married,secondary,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
30,baylee cartwright,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
34,alberta bins,admin.,married,secondary,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
45,macey wiegand,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
43,alexzander bogisich,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
59,jimmy kling,blue-collar,married,primary,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
50,bridget huel,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
39,rosamond bednar,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
36,meda hammes,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
44,teresa cassin,blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
36,claudia o'reilly,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
27,anika balistreri,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
29,alene wehner,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
70,celestine kshlerin,retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
44,aliyah hills,management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,no
55,anibal zulauf,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
36,abbigail kub,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
28,jena kozey,technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
50,foster ortiz,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no
49,brandi will,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
71,lisette conn,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
31,stan bosco,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
45,everett keeling,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
42,mattie bauch,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,no
45,al macejkovic,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
47,jordy hansen,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,no
60,lexus upton,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
35,clotilde corkery,management,married,tertiary,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no
31,layne marquardt,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
33,watson predovic,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
50,carlie schneider,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
51,terrence pfeffer,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
34,robb terry,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
56,ashley larson,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
29,devonte douglas,services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,no
31,emilio dickinson,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
44,meredith crooks,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
55,ray vandervort,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35,roselyn cartwright,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no
36,misael haag,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,clinton kling,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
32,morris lockman,management,married,tertiary,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
36,elyssa brown,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no
60,elmo durgan,retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
32,horace fritsch,technician,single,secondary,no,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
57,maryse yost,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown,no
34,joesph kertzmann,blue-collar,married,primary,no,428,yes,no,cellular,18,may,59,2,-1,0,unknown,no
27,raymundo jacobi,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
52,anthony davis,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
45,andreanne mayer,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
58,jailyn rice,admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,no
39,blaise stokes,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
48,tracey olson,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
36,stuart mante,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
31,rico bauch,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
41,chanel thompson,management,married,tertiary,no,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
30,berneice turcotte,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
57,georgette kohler,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
29,jovanny weber,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,roger kovacek,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
30,mallie hauck,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
44,obie senger,management,married,tertiary,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
33,tomas wilderman,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
56,norbert adams,admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
26,brandy hoeger,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
52,sherman o'kon,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
32,amos crona,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,madaline keeling,technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
26,dock thompson,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
37,kayley boyle,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
34,fanny satterfield,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
26,christopher aufderhar,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
32,norwood heaney,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
30,wiley kutch,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
27,edd zulauf,technician,single,secondary,no,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
42,twila abbott,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
33,van auer,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
37,thora osinski,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
45,casper wisoky,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no
36,giovanny paucek,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
